htid	access	rights	ht_bib_key	description	source	source_bib_num	oclc_num	isbn	issn	lccn	title	imprint	rights_reason_code	rights_timestamp	us_gov_doc_flag	rights_date_used	pub_place	lang	bib_fmt	collection_code	content_provider_code	responsible_entity_code	digitization_agent_code	access_profile_code	author	catalog_url	handle_url	full_content
coo.31924013516392	1	pd	11665688	v.1	COO	1431376	9617629				Lord Kilgobbin; a tale of Ireland in our own time.	B. Tauchnitz, 1872.	bib	2014-06-20 03:48:51	0	1872	gw 	eng	BK	COO	cornell	cornell	google	google	Lever, Charles James, 1806-1872.	https://catalog.hathitrust.org/Record/11665688	https://hdl.handle.net/2027/coo.31924013516392	"a bad lot, and McKeown was right so far —the less Dick saw of him the better.” The trouble and distress these reflections, and others like them, cost him would more than have recompensed Dick, had he been hard-hearted enough to desire a vengeance. “For a quarter of an hour, or maybe twenty minutes,"" said he, “I can be as angry as any man in Europe, and, if it was required of me during that time to do anything desperate-downright wicked—I could be bound to do it; and what's more, I'd stand to it afterwards if it cost me the gallows. But as for keeping up the same mind, as for being able to say to myself my heart is as hard as ever, I'm  MATHEW KEARNEY'S ""STUDY."" 189 just as much bent on cruelty as I was yesterdaythat's clean beyond me; and the reason, God help me, is no great comfort to me after all—for it's just this: that when I do a hard thing, whether distraining a creature out of his bit of ground, selling a widow's pig, or fining a fellow for shooting a hare, I lose my appetite and have no heart for my meals; and as sure as I go asleep, I dream of all the misfortunes in life happening to me, and my guardian angel sitting laughing all the while and saying to me, 'Didn't you bring it on yourself, Mathew Kearney? couldn't you bear a little rub without trying to make a calamity of it? Must somebody be always punished when anything goes wrong in life? Make up your mind to have six troubles every day of your life, and see how jolly you'll be the day you can only count five, or maybe four.'” As Mr. Kearney sat brooding in this wise, Peter Gill made his entrance into the study with the formidable monthly lists and accounts, whose examination constituted a veritable doomsday to the unhappy master. “Wouldn't next Saturday do, Peter?” asked Kearney, in a tone of almost entreaty. “I'm afther ye since Tuesday last, and I don't think I'll be able to go on much longer.” Now as Mr. Gill meant by this speech to imply that he was obliged to trust entirely to his memory for all the details which would have been committed to writing by others, and to a notched stick for the manifold dates of a vast variety of events, it was not really a very unfair request he had made for a peremptory hearing,  190 LORD KILGOBBIN. If a “I vow to the Lord,” sighed out Kearney, “I believe I'm the hardest worked man in the three kingdoms."" “Maybe you are,"" muttered Gill, though certainly the concurrence scarcely sounded hearty, while he meanwhile arranged the books. “Oh, I know well enough what you mean. man doesn't work with a spade or follow the plough. you won't believe that he works at all. He must drive, or dig, or drain, or mow. There's no"
coo.31924013527365	1	pd	11405614	v.1-2	COO	1432805	20839494				The wild Irish girl, a national tale.	S. Andrus, 1853.	bib	2012-04-04 19:30:40	0	1853	enk	eng	BK	COO	cornell	cornell	google	google	Morgan, Lady 1783-1859.	https://catalog.hathitrust.org/Record/11405614	https://hdl.handle.net/2027/coo.31924013527365	"  6 - THE WILD m1sn GIRL. not choose my father’s feelings should be called in question (n a matter which is now of no ill consequence; and as there is not the least occasion to render him unhappy to no purpose, I must insist that you neither write nor mention the circumstance to him on any account.” Mr. Cleudimiing bowed obedience, and I contrived to ratify his promise by certain inuendoes; for, as he is well aware many of his villanie have reached my ear, he hates and fears me with all his soul. My ﬁrst inquiry was for letters. I found two from my father, and one, only one, from you. My father writes in his usual style. His ﬁrst is merely an epistle admonitory; full of prudent axioms, and fatherly solicitudes. The second informs me that his journey to Ireland is deferred for a month or six weeks, on account of my brother’s marriage with the heiress of the richest banker in the city. It is written in his best style, and a brilliant ﬂow of spirit pervades every line. In the plenitude of his joy all my sins are forgiven; he even talks of terminating my exile sooner than I had any reason to suspect : and he playfully adds, “ of changing my banishment into slavery""—“ knowing from experience that providcd my shackles are woven by the rosy ﬁngers of beauty,I can wear them patiently and pleasura- _ bly enough. In short,” he adds, “ I have a connexion in my eye, for you, not less brilliant in point of fortune than that your brother has made; -0  win: win) nuen emn. . ' 7 and which will enable you to forswear your_ Coke, and burn your Blackstone."" In fact, the spirit of matrimonial establishment seems to have taken such complete possession of my speculating dad, that it would by no means surprise me though he were on the point of sacriﬁcing at the Hymenial altar himself. You know he has more than once, in a frolic, passed for my elder brother; and certainly has more sensibility than should belong to forty-five. Nor should I at.all wonder if some insinuating coquette should one day or other sentimentalize him into a Platonic passion, which would terminate in the old way. I have, however, indulged in a little triumph at his expense, and have answered him in a strain of apathetic content-—-that habit and reason have perfectly reconciled me to my present mode of life, which leaves me without a wish to change it. Now for your letter. With respect to the advice you demand, I have only to repeat the opinion already advanced that ‘ ""‘ ""‘ """" '-' ‘ But with respect to that you give me—“ Gdbid physicians preach our veins to health, And with an argument new set a pulse."" And as for your prediction—of this be certain, thatl am too hackneyed in lea afaires du camr, ever to fall in"
coo.31924013570118	1	pd	11405871	v.1	COO	1438671	63965335				Cerise: a tale of the last century.	Tauchnitz, 1866.	bib	2012-04-04 19:30:44	0	1866	gw 	eng	BK	COO	cornell	cornell	google	google	Whyte-Melville, G. J. 1821-1878.	https://catalog.hathitrust.org/Record/11405871	https://hdl.handle.net/2027/coo.31924013570118	like ivory against the smooth black satin. Madame de Parabére clapped her hands and exclaimed with a child’s glee: “But, madame, what a bouquet! Madame is indeed fortunate! Such ﬂowers are not to be procured within leagues of Paris. How exquisite! How ravishing! Madame is so good.  166 cnnrsn. Madame will permit me to have one little breath of their fragrance. Only one!” The Marquise hesitated. An instinct of womanly forbearance prompted mercy even to another woman. Vindictive as she felt, and with her ﬁnger on the trigger, she would yet spare her, she thought; but the insolent creature should know her enemy, and should be taught that even the Regent’s favourite could not command such bouquets as the acknowledged beauty of the Court. “They were sent me as a gift, madame,” she observed haughtily, and withholding the ﬂowers. Ivalue them because ours are not yet blown at the Hotel Montmirail.” “ Pardon madame!” retorted the other, unable, now that she knew her, to forego this opening for a thrust. “Tropical, of course! From an admirer, madame? or perhaps a kinsman? Very dark, no doubt, and with close curled hair. I offer you my compliments from the bottom of my heart!” No quarter now. She had mshed upon her fate, and must be shot down without the least compunction. “If madame will deign to accept my bouquet,” said the Marquise, “she will do me the highest honour.” And she displayed the whole of it, a wonder of nature, brought to perfection by art. Madame de Parabére, giddy, thoughtless, fond of ﬂowers, stretched her hand out eagerly, and Captain George, whose attention the Regent’s conversation had diverted from this passage of arms between the ladies, turned round while she was in the act of putting them enthusiastically to her face.  run MASKED BALL. 167 He saw the situation at a glance, and his promptitude served him as usual. “I must be ready for your Highness!” he exclaimed hurriedly, addressing the Regent, but with his eye ﬁxed on the treacherous ﬂowers. “Madame, I have the honour of wishing you a good-night!” he added in the same breath, while with an energetic ﬂourish of his cocked hat he knocked them clean out of the lady’s hands to a few paces’ distance on the ﬂoor, letting the hat follow; and as he recovered the latter, crushing the bouquet to pieces, as if inadvertently beneath his foot. It was the second time he had practised this manoeuvre within twelve hours, and he was perfect in his lesson. Rising with an aﬁ'ectation of great confusion, he made his excuses to Madame de Parabére, contriving, amongst a torrent of phrases, to convey, unobserved, the single word, “Beware!” And she understood him, contenting herself with a glance of intense gratitude, and an inward vow she would never rest till she had found opportunity to repay both friend and foe. The Regent laughed heartily at the joke. “ You must have supped already, my friend,” said he,
coo.31924013573211	1	pd	12371259		COO	1438989	51436225				Helen Whitney's wedding, and other tales. By Johnny Ludlow (Mrs. Henry Wood).	B. Tauchnitz, 1885.	bib	2021-01-20 17:01:27	0	1885	gw 	eng	BK	COO	cornell	cornell	google	google	Wood, Henry, Mrs., 1814-1887.	https://catalog.hathitrust.org/Record/12371259	https://hdl.handle.net/2027/coo.31924013573211	"forgot to say,” cried he, running his eyes over it. “Tell the Squire I will be there, Johnny.” Caromel was very busy after that, getting into his house—for he took the Squire's advice, and did not linger much longer at Nave's. And I think two or three weeks only had passed, after he was in it, when news reached him of his wife's death. It came from his agent in New York, Abraham B. Whitter, who had received the information from San Francisco. Mr. Whitter enclosed the San Francisco letters. They were written by a Mr. Munn: one letter to himself, the other (which was as yet not unsealed) to Nash Caromel. We read them both: Nash brought them to the Squire before sending them to Mrs. Tinkle-considerate as ever, he would not let her see them until she had been prepared. The letters did not say much. Mrs. Nash Caromel had grown weaker and weaker after Nash departed from San Francisco for New York, and she finally sank under low fever. A diary, which she had kept the last few weeks of her life, meant only for her husband's own eye, together with a few letters and sundry other personal trifles, would be forwarded the first opportunity to Abraham B. Whitter and Co., who would hold the box at Mr. Caromel's disposal. “Who is he, this Francis Munn, that writes to  144 CAROMEL'S FARM. you?” asked the Squire. “A friend of your wife's?— she appears to have died at his house.” “A true friend of hers and of mine,"" answered Nash. “It was with Mr. and Mrs. Munn that I left Charlotte, when I was obliged to go to New York. She was not well enough to travel with me.” “Well-look here, Caromel-don't go and marry that other Charlotte,"" advised the Squire. “She is as different from your wife as chalk is from cheese. Poor thing! it was a hard fate-dying over there away from everybody!"" But now—would anybody believe it?-instead of taking the Squire's advice and not marrying her at all, instead even of allowing a decent time to elapse, in less than a week Nash went to church with Charlotte the Second. Shame, said Parson Holland under his breath; shame, said the parish aloud; but Nash Caromel heeded them not. We only knew it on the day before the wedding was to be. On Wednesday morning, a fine, crisp, October day, a shooting party was to meet at old Appleton's, who lived over beyond Church Dykely. The Squire and Tod started for it after an early breakfast, and they let me go part of the way with them. Just after passing Caromel's Farm, we met Pettipher the postman. “Anything for the Manor?” asked the Pater. “Yes, sir,"" answered the man; and, diving into his bundle, he handed a letter.  CAROMEL'S FARM. 145 “This is not mine,"" said the Squire, looking at the address; ""this is for Mr. Caromel.” “Oh! I beg your pardon, sir; I"
coo.31924022002251	1	pd	11406242	v.3	COO	2386436	5248147				Adirondack tales / W. H. H. Murray.	Springfield Printing and Binding Co.), 1897-1898.	bib	2012-04-04 19:30:53	0	1898	mau	eng	BK	COO	cornell	cornell	google	google	Murray, W. H. H. 1840-1904.	https://catalog.hathitrust.org/Record/11406242	https://hdl.handle.net/2027/coo.31924022002251	"felt that they were doomed. Twice had the chief refused to move. Twice had he ﬁxed his eyes on vacancy. And twice the deathsong struggled in his tongueless throat. The Trapper would not yield. His heart was true as tested steel to bravest hand. It would not break nor bow to shock, however heavy. Twice had he rallied his old friend from trance for further effort, when, staggering onward round the sharp edge of a ledge, they slipped together and both fell through covering snow into a ﬁssure yawning wide, and downward half a hundred’ feet they slid into a mighty cavern! So, into shelter underground, through God's sweet mercy, had they dropped, when, blinded by the storm, and hunger-faint, they stumbled from the cliff and fell. The cliff, a rounded bowlder nicely poised, had lost its balance as they fell, and, rolling after, lay on the shute through which they slid, huge and heavy as a hill. Then spake the Trapper, as he staggered to his feet, grimly jesting in the face of death :—“Here are we safely housed, old friend, at last! Never did mongrel cur, chased by shewolf, skurry into kennel faster. I fell with legs  164 U/VGA VA. so wide apart that all the hillside followed. Its cobbles pelted on my back as I slid downward. I'll strike a light and see if we have host to welcome lodgers."" Then he struck light and to the wick of a short candle placed it; and as it kindled into blaze he held it high above his head and in the light it gave the two men sought with earnest eyes the nature of the place, and whether it were home or grave. It was an old-time cave. Home had it been and grave, for those whose deeds and death are prehistoric. In ages lost to memory of men, man had been there before. Fleeing from sudden heat that blasted, or dreadful cold succeeding heat, or from that awful monster* bursting out *Many tribes of Red Men have among them the legend of a great catastrophe caused by a comet striking the earth. The story or myth of a “ ﬂying dragon, breathing ﬁre and smoke,"" is found in all old literatures, and always connected with a vast ruin wrought on the earth. There is no reason,in the nature of things, why a collision should not occur between the earth and one of the many “ monstrous and lawless wanderers of the skies."" Nor is it inconceivable that such a collision in the remote past did occur. Assuming this to be true, many remarkable and now mysterious phenomena on the earth's surface could be easily explained. Kepler declared that “ comets are scattered through the heavens with as much profusion as ﬁshes in the ocean."" Lalande had a list of seven hundred comets observed in his time. Arago estimated that the comets belonging to the  A COMPANION IDYL OF IIIAMELONS 165 of distance into northern sky,"
coo.31924027388804	1	pdus	8683407		COO	3582612	5077184				The actor's budget of wit and merriment, consisting of monologues, prologues, epilogues, tales, comic songs, rare and genuine theatrical anecdotes and jests. Collected by W. Oxberry, of the Theatre Royal, Drury Lane ...	Published by W. Simpkin and R. Marshall, Stationers' Hall Court, Ludgate Street [18--?]	bib	2013-10-30 13:12:31	0	1899	enk	eng	BK	COO	cornell	cornell	google	google	Oxberry, W. 1784-1824.	https://catalog.hathitrust.org/Record/8683407	https://hdl.handle.net/2027/coo.31924027388804	"hissing me, my jewel, in old Jenkins, last night?” “Very true,"" replied the gallery hero, o then you may dig away as fast as you can. fellow; WHA-WHA ACTOR. Cumberland, was one evening behind the scenes of Drurylane theatre, during the performance of his own “West Indian,” in which Mr. Elliston played Belcour, and was introduced, as the representative of that character, to Mr. C. who lavished the most extravagant encomiums upon his performance. When he had left the Green Room, to pursue his duties, Mr. Cumberland turned round to a gentleman, who stood at his elbow, and with a sarcastic grin, “ Pray, sir,"" said this candid dramatist, “ who is that whawha actor ?"" ROYAL CRITICISM. In a second folio edition of Shakspeare's plays, formerly  BON MOTS, ETC. 181 Garrick-Hissing. in the possession of Mr. Steevens, and once belonging to King Charles the First, his majesty has made a verbal correction in the third part of“ King Henry VI.” Act 5, Sc. 7, by assigning this speech from Clarence to King Edward :Thanks, noble Clarence; worthy brother, thanks.” GARRICK. In the year 1755, Garrick expended large sums of money in preparing a grand spectacle, called “The Chinese Festival,” on a most magnificent scale. It was represented for three nights, to the most tumultuous disapprobation, on the last of which, the benches were torn up, the actors driven from the stage, and the scenery was destroyed. Thus far Davies and Murphy have noticed the subject, but the following anecdote has not been related. Some nights after this transaction, Garrick appeared in the part of Archer, and was imperiously called upon to beg pardon of the audience. His indignation was aroused by this injustice; he had suffered a pecuniary loss to an immense amount, and undergone the heaviest inflictions of outrage for an act of tasteful splendour. “Smarting,"" therefore, “ with his wounds, being gallid to be so pester'd,” he came resolutely forward, and having stated the injury his fortune had sustained, assured them he was above want, superior to insult, and unless permitted to discharge his duty to the best of his abilities, would never-never appear upon the stage again. The audience was struck with the firmness and propriety of his appeal, and by an instantaneous burst of applause, bore a strong testimony against the riotors in favour of this spirited manager. HISSING In 1772, the king of Denmark prohibited hissing in the Copenhagen theatres, or any equivalent marks of disapprobation. This despotic order was occasioned by a riot at one of the houses, which arose from an author having exposed a critic upon the stage, who had treated his works with uncommon severity.  182 ANECDOTES, The Village Lawyer-Portrait of Garrick-Fielding-Madame Mara. THE VILLAGE LAWYER. This excellent afterpiece is spuriously printed, and assigned, without foundation, to the pen of Mr. Macready, who wrote “ The Irishman in London.” It is a translation from the French, by Mr. Charles Lyons, the conductor of a school in the vicinity"
coo.31924028028714	1	pd	7922968		COO	3643593	360940,4925472			07017256	Through swamp and glade; a tale of the Seminole war, by Kirk Munroe ... illustrated by Victor Perard.	C. Scribner's sons, 1896.	bib	2012-04-04 19:31:12	0	1896	nyu	eng	BK	COO	cornell	cornell	google	google	Munroe, Kirk, 1850-1930.	https://catalog.hathitrust.org/Record/7922968	https://hdl.handle.net/2027/coo.31924028028714	long wif ’em, we stay free same like we allers bin; but ef we go ter Augustine, de white folks cotch us an’ sell us fo payin de oxpenses ob de wah. “Same time I bin makin’ ’rangement wif ’em dat of we’se gwine long er dem, dey is boun ter let yo go safe to Augustine, whar Marse Boyd’ll be looking fer yo. Yes’m, I’se bin councillin’ wif ’em an’ settle all dat ar.” “ But, Primus, I thought you were scared to death oflthe Indians, and didn’t understand a word of their language,” interrupted Anstice. “ Who? me 1 Sho, Missy Anstice, yo suttenly don’t reckin I was scairt. No’m, I hain’t scairt ob no red Injin, now dat I onerstan’in deir langwidge an deir ’tenshuns. Why, missy, deir talk’s mighty nigh de same as ourn when yo gits de hang ob hit. So, honey, yo want to chirk up and quit yo mo’nin’, an’ eat a bit, and den come to de theayter, foh it sholy will be ﬁne.” “ What do you mean by the theatre ? ” asked the bewildered girl; whereupon Primus explained that at one of the plantations raided by the Indians a company of actors on their way to St. Augustine had been discovered, captured, and brought along with all their properties. These people were at ﬁrst informed that they were to be burned to death at the stake. Afterwards it was decided that they should be given their lives and freedom if they  SHAKESPEARE IN THE FOREST 179 would entertain their captors with an exhibition of their art that very evening. This contract stipulated that the performance should be as complete and detailed as though given before a white audience, and that any member of the company failing to act his part in a satisfactory manner would render himself liable to become a target for bullets and arrows. Under the circumstances it is doubtful if a play was ever presented under more extraordinary conditions, greater difficulties, or by actors more anxious to perform creditably their respective parts, than was this one given in the depths of a Florida wilderness. The stage was an open space, roofed by arching trees, and lighted by great ﬁres of pine knots constantly replenished. The wings were two wagons drawn up on either side. The play selected for this important occasion was Hamlet, and for awhile everything proceeded smoothly. Then the audience began to grow impatient of the long soliloquies, and to the intense surprise of the captives, a gruff voice called out : “Oh, cut it short an’ git to ﬁghtin’l ” “No, give us a dance,” shouted another, “ an’ hyar’s a chune to dance by.” With this a pistol shot rang out, and a ball struck the ground close to Horatio’s feet. The frightened actor bounded into the air, and as he alighted, another shot, coupled with a ﬁerce order to dance, assured him that his tormentors were in deadly  180
coo.31924030297620	1	pd	7689066		COO	4820416	13303774				Tales, poems and Masonic papers. With a biographical sketch of the author by George Markham Tweddell.	Tweddell, 1877.	bib	2018-01-01 08:12:02	0	1877	enk	eng	BK	COO	cornell	cornell	google	google	Holmes, Emra, b. 1839.	https://catalog.hathitrust.org/Record/7689066	https://hdl.handle.net/2027/coo.31924030297620	"had happened, or to bring them to us as soon as now. “ It would take two days at least to bring our friends from Bath, and a whole day or more to get to London. So I remained where I was, simply writing down to my father and to Milly's to tell what had happened. The few days that followed, my dears, were the happiest days of my life, I think. Aunt Frances—I used to call her so, though she was no actual relation of my H  114 TALES AND POEMS. mother's—was very poorly the next day, and poor Milly was quite feverish and low; but yet she would not obey the doctor's directions to stay in bed after the second day, but would come down stairs in the parlour (I had taken private rooms for the party) and talk to me. Oh, how I drank in the music of her voice! How I listened, and looked, and loved ! I knew she was grateful to me for saving her life, she said—though I don't know that I did that exactly-and I felt that she was mistaking that sentiment for love; and she thought then that she might some day, that she did then, return my affection. “She was so kind and gentle to me in those days, and never was slave more willing than I to wait upon her and obey her behests. It was one long golden dream. I knew it could not last. I knew the spell would be broken soon. I knew that in a few days, perhaps a week at the farthest, her mother, who we had heard was getting better, would send some one for her, and I knew that when that some one came I must be gone. “ The arm was obstinate, or surgeon unskilful, and what should have taken only a fortnight or so, took, a month of more. "" And as the days wore on we became more and more to each other. Milly, was becoming all the world to me, and I was ceasing to be merely a pleasant passing acquaintance in her eyes, but a warm admiring friend. “Sometimes I used to fancy that she loved me, but I soon found the love was only gratitude. “ I think at that time, my dears, Milly would have married me; but I knew it would not have been for love and love only, and I scorned to take her simply for gratitude's sake. “ Was I right, I wonder, in going away as I did without saying another word ? “ I don't know, I only know that she was my heart's one idol, and I was waiting for her."" +  WAITING FOR HER. 115 CHAPTER II. 66 We were still sitting round the fire. Philip had just put a great log of wood on, and Lucy was saying that it was far too pleasant to have the lights brought in yet, it was so cosy"
coo.31924064988839	1	pd	11405871	v.2	COO	1438671	63965335				Cerise: a tale of the last century.	Tauchnitz, 1866.	bib	2012-04-04 19:31:13	0	1866	gw 	eng	BK	COO	cornell	cornell	google	google	Whyte-Melville, G. J. 1821-1878.	https://catalog.hathitrust.org/Record/11405871	https://hdl.handle.net/2027/coo.31924064988839	and die, desiring no better. Alas! it is not so. My mission to England does not affect you. Its object is the aggrandizement of your husband.” “Not affect me!” she exclaimed, clasping her hands eagerly. “Oh, Florian! how can you say so? Tell me what it is — quick! I am dying to know. Is it a secret? Not now. Here he comes!” Sir George may, perhaps, have heard these last words, as he ascended the terrace steps. Whether he heard them or not, he could scarce fail to mark his wife’s excited gestures —— her brightened eyes — her raised colour — and the sudden check in the conversation, caused by his own arrival. Again that dull pain seemed to gnaw at his heart, when he thought how bright, and eager, and amused she always seemed in Florian’s company. He had seen the two on the terrace as he rode home across the park, and joined them by the shortest way from the stable, without a tinge of that suspicion he might not he wanted, which was so painful now. Still he kept down all such unworthy feelings as he would have trampled an adder under his heavy ridingboots. “Bring me a. rose, Cerise,” he said, cheerily, as he passed his wife. “There are not many of them left now. Here, Florian,” he added, tossing him a  run “uammon Arms.” 173 packet he held in his hand. “A note from pretty Alice at the ‘Hamilton Arms.’ Have a care, man! there are a host of rivals in the field.” Florian looked at the writing on the cover, and turned pale: This might easily be accounted for, but why should Cerise, at the same instant, have blushed so red ——- redder even than the rose she was plucking for her husband? Perhaps that was the question Sir George asked himself as he walked moodily into the house to dress. CHAPTER XVII. The “Hamilton Arms.” LIKE many old country places of the time, Hamilton Hill had a village belonging to it, which seemed to have nestled itself into the valley under shelter of the great house, just near enough to reap the beneﬁts of so august a neighbourhood, but at such a distance as not to infringe on the sacred precincts of the deer-park, or on the romantic privacy of the pleasure grounds. Where there is a village there will be thirst, and thirst seems to be an Englishman’s peculiar care and privilege; therefore, instead of sla-king and quenching it at once by the use of water, he cherishes and keeps it alive, so to speak, with the judicious application of beer. A public-house is, accordingly, as necessary an adjunct to an English hamlet as an oven to a cook-shop, a copper to a laundry, or a powder-magazine to a privateer.  174 . . cnmsu. . .The village of Nether-Hamilton possessed, then, one of these indispensable appendages; but, fortunately for the landlady, its inhabitants were obliged to ascend a.
coo.31924088474790	1	pd	8691128	v.1	COO	3616151	37249312				Novels and tales reprinted from Household words, conducted by Charles Dickens.	B. Tauchnitz, 1856-59.	bib	2012-04-04 19:31:20	0	1856	gw 	eng	BK	COO	cornell	cornell	google	google		https://catalog.hathitrust.org/Record/8691128	https://hdl.handle.net/2027/coo.31924088474790	now! Did I give you Annabella’s love? She’s so well. Goodbye.” Away went Mr. Batterbury to ﬁnish his walk for the sake of his health; and away wentI to visit my publisher for the sake of my pocket. An unexpected disappointment awaited me. My Eloenes of Modern Prison Life had not sold so well as Novels and Tales. I. 12  178 ' A noeun’s LIFE. had been anticipated, and my publisher was gruﬁiy disinclined to speculate in any future works done in the same style. During the time of my imprisonment, a new caricaturist had started, with a manner of his own; he had already formed a new school, and the ﬁckle public were all running together after him and his disciples. I looked at his works and theirs; and, vain as I was, my practical common sense told me that my occupation as a caricaturist was gone. The new men had cast down broad farce under their feet, and had set up genteel comedy instead. I felt that I might feebly imitate, but that I could never successfully rival them; and I said to myself: “This scene in the drama of your life, my friend, has closed in; you must enter on another, or drop the curtain at once.” Of course I entered on another. I went to call on an artist-friend of my free-and-easy days. I had heard it darkly whispered that he was something of a vagabond. But the term is so loosely applied, and it seems so diﬁicult, after all, to deﬁne what a vagabond is, or to strike the right moral balance between the vagabond work which is boldly published, and the vagabond work which is reserved for private circulation only, that I did not feel justiﬁed in holding aloof from my former friend; especially as I expected him, so far as advice went, to be of some assistance to me. Accordingly, I renewed our acquaintance, and told him my present diﬁiculty. He was a sharp man, and he showed me a way out of it directly. “You have a good eye for a likeness,” he said; “and you have made it keep you hitherto. Very well. Make it keep you still. You can’t proﬁtably caricature people’s faces any longer—never mind! go to the other extreme, and ﬂatter them now. Turn portrait-painter. You shall  A uoeUn’s uFE. 179 have the use of this study three days in the week, for ’ ten shillings a-week — sleeping on the hearth-rug included, if you like. Get your paints, rouse up your friends, set to work at once. Drawing is of no consequence; painting is of no consequence; perspective is of no consequence; ideas are of no consequence. Everything is of no consequence, except catching a likeness and ﬂattering your sitter — and that you know you can do.” I felt that I could; and left him for the nearest colourman’s. Before I got to the shop, I met Mr.Batterbury, doing his four miles an hour.
coo.31924088474816	1	pd	8691128	v.3	COO	3616151	37249312				Novels and tales reprinted from Household words, conducted by Charles Dickens.	B. Tauchnitz, 1856-59.	bib	2012-04-04 19:31:20	0	1856	gw 	eng	BK	COO	cornell	cornell	google	google		https://catalog.hathitrust.org/Record/8691128	https://hdl.handle.net/2027/coo.31924088474816	had escaped, was arrested early in October, and being interrogated made a full confession. She said that, on the evening of the ﬁfteenth of August Madame de la Pivardiére sent everybody out of the way, even her little daughter, whom she sent to sleep in the garret, locking her in. There remained in the house only Madame de la Pivardiére, herself and Catherine Lemoins, the other servant; but the Prior of Miseray was in the court-yard along with two of his valets, one of whom was armed with a sabre, the other with a pistol. Apparently, Madame de la Pivardiére had not full conﬁdence in Catherine Lemoins, for she sent her out to get some eggs from a farm-house at a short distance. She then went out to the prior and his servants, and brought them into the house. A candle having been lighted, they all proceeded to the room where M. de la Pivardiére was sleeping. One of the men drew aside the curtains of the bed and, seeing that their victim was lying in a position which rendered it diﬂicult to strike him, the man mounted on a stool and ﬁred down upon him. The unfortunate  THE FBENCHMAN OF TWO WIVES. gentleman was only wounded, and, starting up streaming with blood, begged his life in the most moving tones, addressing himself especially to his wife without being able to touch her compassion. The other servant of the prior fell upon him with his sword and wounded him in several places. She, the witness, struck with horror at the spectacle and at the terrible cries of her master, could not refrain from tears, but was threatened by her mistress with the same fate if she showed any compassion. She also deposed that, as soon as her master was dead, the prior’s servants took away the body, and she did not know what they did with it; but whilst they were gone Madame de la Pivardiére fetched some ashes and herself scoured the boards. She had the bed carried into the cellar, along with the bed-clothes, which were steeped in blood. The straw was taken out of the mattrass and burned, and the ticking ﬁlled with some fresh half-beaten straw. The prior’s servants returned in about two hours, and they all sat down to supper together. At ﬁrst, this witness said that the prior himself was not actually present during the assassination. But, shortly afterwards falling dangerously ill, and being apparently at the point of death, she sent for the judges and declared to them that she had disguised the truth as regarded the Prior of Miseray, and that he was the man who actually struck the fatal blow. Catherine Lemoins, the other servant, conﬁrmed the evidence, and added that on her return from fetching the eggs, she went straight to the room occupied by the Sieur de la Pivardiére and found him just dead; that she desired the two valets to take away the body and bury it,
coo.31924088474840	1	pd	8691128	v.6	COO	3616151	37249312				Novels and tales reprinted from Household words, conducted by Charles Dickens.	B. Tauchnitz, 1856-59.	bib	2012-04-04 19:31:20	0	1856	gw 	eng	BK	COO	cornell	cornell	google	google		https://catalog.hathitrust.org/Record/8691128	https://hdl.handle.net/2027/coo.31924088474840	his eyes, of a man whose thoughts are far away. My mother’s eyes were red with weeping; but in his presence she showed the love and hid the sorrow, knowing that to display the latter would only distress him still more. All that day, and for several days afterwards, he Went wandering up and down the -house and garden, never going outside the gate; moody, unobservant, and rarely speaking to any one; never sitting down from daylight to dark for more than a minute or two at a time. My heart misgave me; and in these signs I thought I discerned the sad forerunners of his old malady. I watched him closely, without seeming to do so. We all tried to engage him in cheerful conversation,‘ and to win him back to some of the interests of everyday _ life. He repulsed our proffered sympathy, gently but ﬁrmly; replied in monosyllables, and retreated into solitude as quickly as possible. It was a continual heartache to us to see one whom we loved so well thus build up of his own free will a barrier between us. He would stay out till late at night, pacing to and fro on the garden terrace, musing, and muttering sadly to himself. My bedroom window looked on this terrace. On going to bed one night I found the window open, and approach 160 ova FAMILY rrcrunn. ing to shut it, heard Neville walking backwards and forwards beneath it. I looked out, and could just distinguish his tall gaunt ﬁgure. He was muttering to himself, and tossing his arms wildly as he walked. “Disgraced! disgraced!” he exclaimed despairingly as he approached. “Can I see her thus? Can I ask her to love me, to comfort me, to be my wife? Ah, me! I see no light, no way out of this dreary valley. But I will go to-morrow! This torture is killing me! I will see her, and know the truth — I will tell her —” Here his voice died to a whisper in the distance. I closed my window gently, and prayed heaven to comfort this unhappy soul. The words I had overheard struck cold to my heart. Scant comfort would he ﬁnd where he looked for it most: that I knew. What was the fascination that drew two strong men to the side of this girl? And how would such rivalry end? Vain questions which Time, the great solver of riddles, alone could answer. He dressed himself more carefully than usual the following morning; and, at an early hour in the forenoon, left home for Doctor Graile’s. He did not retur n till _ after dark, and going directly up-stairs, without seeing any one, locked himself in his own room. We all retired at the usual time. I sat down in my bedroom, waiting for I knew not what. The clock struck twelve. The sound had scarcely died away before I heard Neville’s door opened, and then stealthy foot-steps descending the stairs.
